time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2021-09-23T03:24:36Z,161,0,0,0,0,0,11945500,1467,8799611,0,0,0,0,0,0,86664,0,0,0,0,0,0,0,409,9,0,-64,1,6,47541,0,0,0,0,0, ,0,0,0,0,0,0,86584,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,324,66,244,203860072,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,85047,0,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:25:36Z,161,0,0,0,0,0,12021180,1467,8875291,0,0,0,0,0,0,82959,0,0,0,0,0,0,0,421,9,0,-68,1,6,45856,0,0,0,0,0, ,0,0,0,0,0,0,82887,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,240,184455808,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,81708,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:26:36Z,161,0,0,0,0,0,12076396,1467,8930507,0,0,0,0,0,0,82554,0,0,0,0,0,0,0,426,9,0,-73,1,6,46123,0,0,0,0,0, ,0,0,0,0,0,0,82476,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,239,244894056,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,81341,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:27:36Z,161,0,0,0,0,0,12124828,1467,8978939,0,0,0,0,0,0,79140,0,0,0,0,0,0,0,435,9,0,-78,1,6,44453,0,0,0,0,0, ,0,0,0,0,0,0,79070,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,231,297436472,3,0,0,0,0,0,0,0,0,0,0,2,0,5,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,78164,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:28:36Z,161,0,0,0,0,0,12191428,1467,9045539,0,0,0,0,0,0,83102,0,0,0,0,0,0,0,442,9,0,-83,1,6,46216,0,0,0,0,0, ,0,0,0,0,0,0,83032,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,222,241816720,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,81919,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:29:36Z,161,0,0,0,0,0,12301156,1467,9155267,0,0,0,0,0,0,85378,0,0,0,0,0,0,0,452,9,0,-87,1,6,47305,0,0,0,0,0, ,0,0,0,0,0,0,85306,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267,75,252,214754960,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,84129,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:30:36Z,161,0,0,0,0,0,12410708,1467,9264819,0,0,0,0,0,0,84818,0,0,0,0,0,0,0,462,9,0,-92,1,6,46971,0,0,0,0,0, ,0,0,0,0,0,0,84740,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,274,283345288,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,83424,0,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:31:36Z,161,0,0,0,0,0,12468060,1467,9322171,0,0,0,0,0,0,83473,0,0,0,0,0,0,0,466,9,0,-97,1,6,46035,0,0,0,0,0, ,0,0,0,0,0,0,83401,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,329,94,284,244750832,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,82169,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:32:36Z,161,0,0,0,0,0,12569900,1467,9424011,0,0,0,0,0,0,85074,0,0,0,0,0,0,0,472,9,0,-101,1,6,47625,0,0,0,0,0, ,0,0,0,0,0,0,85006,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,288,91,289,246738808,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,83771,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:33:36Z,161,0,0,0,0,0,12614844,1467,9468955,0,0,0,0,0,0,76739,0,0,0,0,0,0,0,477,9,0,-106,1,6,42403,0,0,0,0,0, ,0,0,0,0,0,0,76673,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,268,296018296,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,75684,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:34:36Z,161,0,0,0,0,0,12631100,1467,9485211,0,0,0,0,0,0,77450,0,0,0,0,0,0,0,478,9,0,-111,1,6,42783,0,0,0,0,0, ,0,0,0,0,0,0,77378,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,385,83,293,246332816,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,76396,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:35:36Z,161,0,0,0,0,0,12707324,1467,9561435,0,0,0,0,0,0,79575,0,0,0,0,0,0,0,489,10,0,-115,1,5,43851,0,0,0,0,0, ,0,0,0,0,0,0,79505,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,88,288,312973592,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,78430,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:36:36Z,161,0,0,0,0,0,12784324,1467,9638435,0,0,0,0,0,0,81726,0,0,0,0,0,0,0,497,10,0,-119,1,5,45409,0,0,0,0,0, ,0,0,0,0,0,0,81655,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,88,279,257898048,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,80497,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:37:36Z,161,0,0,0,0,0,12918940,1467,9773051,0,0,0,0,0,0,82374,0,0,0,0,0,0,0,507,10,0,-124,1,5,45616,0,0,0,0,0, ,0,0,0,0,0,0,82312,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,90,294,285749936,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,81091,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:38:36Z,161,0,0,0,0,0,13017260,1467,9871371,0,0,0,0,0,0,81309,0,0,0,0,0,0,0,519,11,0,-131,1,5,44985,0,0,0,0,0, ,0,0,0,0,0,0,81210,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,503,320120536,3,0,0,0,0,0,0,0,0,0,0,1,0,7,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,80118,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:39:36Z,161,0,0,0,0,0,13105548,1467,9959659,0,0,0,0,0,0,81302,0,0,0,0,0,0,0,529,12,0,-135,1,5,44351,0,0,0,0,0, ,0,0,0,0,0,0,80265,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,498,89,308,278459120,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,435,0,500,0,870,0,0,0,0,0,0,0,0,0,0,79254,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23T03:40:18Z,665,0,0,0,0,0,13416684,1715,10270291,0,0,0,0,0,0,9912,0,0,0,0,0,0,0,532,12,0,-135,1,5,4637,0,0,0,0,0, ,0,0,0,0,0,0,8625,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632366275862,3145728,0,0,0,0,0,1,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4096,2,9686557,11,0,0,0,0,0,0,13,29,294992208,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
